Hour,Minute,Second,millisecond,Device,DeviceNumAction
14,44,53,778,Pump 0,Response: :
14,44,53,879,Pump 0,Response: :
14,44,53,980,Pump 1,Response: :
14,44,54,82,Pump 1,Response: :
14,44,54,82,pump 0,infuse
14,44,54,83,valve 0,open
14,44,54,83,valve 2,open
14,44,54,92,Pump 0,Response: 
14,44,54,512,valve 1,open
14,44,54,532,pump 0,stop
14,44,54,532,pump 1,infuse
14,44,54,532,valve 3,open
14,44,54,542,Pump 0,"Response: >
:"
14,44,54,542,Pump 1,Response: 
14,44,54,552,valve 0,close
14,44,54,552,valve 2,close
14,44,54,962,valve 0,open
14,44,54,962,valve 0,close
14,44,54,962,valve 0,open
14,44,54,962,valve 0,close
14,44,54,962,valve 0,open
14,44,54,963,valve 0,close
14,44,54,963,valve 0,open
14,44,54,963,valve 0,close
14,44,54,963,valve 0,open
14,44,54,963,valve 0,close
14,44,54,963,valve 0,open
14,44,54,963,valve 0,close
14,44,54,963,valve 0,open
14,44,54,963,valve 0,close
14,44,54,963,valve 0,open
14,44,54,964,valve 0,close
14,44,54,964,valve 0,open
14,44,54,964,valve 0,close
14,44,54,964,valve 0,open
14,44,54,964,valve 0,close
14,44,54,964,valve 0,open
14,44,54,964,valve 0,close
14,44,54,964,valve 0,open
14,44,54,964,valve 0,close
14,44,54,964,valve 0,open
14,44,54,964,valve 0,close
14,44,54,965,valve 0,open
14,44,54,965,valve 0,close
14,44,54,965,valve 0,open
14,44,54,965,valve 0,close
14,44,54,965,valve 0,open
14,44,54,965,valve 0,close
14,44,54,965,valve 0,open
14,44,54,965,valve 0,close
14,44,54,965,valve 0,open
14,44,54,965,valve 0,close
14,44,54,965,valve 0,open
14,44,54,966,valve 0,close
14,44,54,966,valve 0,open
14,44,54,966,valve 0,close
14,44,54,966,valve 0,open
14,44,54,966,valve 0,close
14,44,54,966,valve 0,open
14,44,54,966,valve 0,close
14,44,54,966,valve 0,open
14,44,54,966,valve 0,close
14,44,54,966,valve 0,open
14,44,54,966,valve 0,close
14,44,54,967,valve 0,open
14,44,54,967,valve 0,close
14,44,54,967,valve 0,open
14,44,54,967,valve 0,close
14,44,54,967,valve 0,open
14,44,54,967,valve 0,close
14,44,54,967,valve 0,open
14,44,54,967,valve 0,close
14,44,54,967,valve 0,open
14,44,54,967,valve 0,close
14,44,54,967,valve 0,open
14,44,54,968,valve 0,close
14,44,54,968,valve 0,open
14,44,54,968,valve 0,close
14,44,54,968,valve 0,open
14,44,54,968,valve 0,close
14,44,54,968,valve 0,open
14,44,54,968,valve 0,close
14,44,54,968,valve 0,open
14,44,54,968,valve 0,close
